country1,country2,games,wins,looses,draws
Germany,Serbia,5,0.4,0.2,0.4
Serbia,Germany,5,0.2,0.4,0.4
Germany,South Korea,4,0.5,0.5,0.0
South Korea,Germany,4,0.5,0.5,0.0
Germany,Spain,25,0.36,0.32,0.32
Spain,Germany,25,0.32,0.36,0.32
Germany,Switzerland,52,0.6730769230769231,0.17307692307692307,0.15384615384615385
Switzerland,Germany,52,0.17307692307692307,0.6730769230769231,0.15384615384615385
Germany,Tunisia,3,0.3333333333333333,0.0,0.6666666666666666
Tunisia,Germany,3,0.0,0.3333333333333333,0.6666666666666666
Germany,Uruguay,10,0.8,0.0,0.2
Uruguay,Germany,10,0.0,0.8,0.2
Germany,Wales,17,0.5294117647058824,0.11764705882352941,0.35294117647058826
Wales,Germany,17,0.11764705882352941,0.5294117647058824,0.35294117647058826
Ghana,Mexico,2,0.0,1.0,0.0
Mexico,Ghana,2,1.0,0.0,0.0
Ghana,Morocco,10,0.2,0.5,0.3
Morocco,Ghana,10,0.5,0.2,0.3
Ghana,Qatar,1,1.0,0.0,0.0
Qatar,Ghana,1,0.0,1.0,0.0
Ghana,Senegal,12,0.25,0.3333333333333333,0.4166666666666667
Senegal,Ghana,12,0.3333333333333333,0.25,0.4166666666666667
Ghana,Serbia,2,0.5,0.5,0.0
Serbia,Ghana,2,0.5,0.5,0.0
Ghana,South Korea,6,0.5,0.5,0.0
South Korea,Ghana,6,0.5,0.5,0.0
Ghana,Tunisia,17,0.5294117647058824,0.17647058823529413,0.29411764705882354
Tunisia,Ghana,17,0.17647058823529413,0.5294117647058824,0.29411764705882354
Iran,Brazil,1,0.0,1.0,0.0
Brazil,Iran,1,1.0,0.0,0.0
Iran,Cameroon,2,0.0,0.0,1.0
Cameroon,Iran,2,0.0,0.0,1.0
Iran,Costa Rica,2,0.5,0.0,0.5
Costa Rica,Iran,2,0.0,0.5,0.5
Iran,Ghana,2,1.0,0.0,0.0
Ghana,Iran,2,0.0,1.0,0.0
Iran,Japan,11,0.18181818181818182,0.36363636363636365,0.45454545454545453
Japan,Iran,11,0.36363636363636365,0.18181818181818182,0.45454545454545453
Iran,Morocco,3,0.3333333333333333,0.0,0.6666666666666666
Morocco,Iran,3,0.0,0.3333333333333333,0.6666666666666666
Iran,Netherlands,1,0.0,1.0,0.0
Netherlands,Iran,1,1.0,0.0,0.0
Iran,Poland,2,0.0,1.0,0.0
Poland,Iran,2,1.0,0.0,0.0
Iran,Portugal,3,0.0,0.6666666666666666,0.3333333333333333
Portugal,Iran,3,0.6666666666666666,0.0,0.3333333333333333
Iran,Qatar,22,0.6818181818181818,0.13636363636363635,0.18181818181818182
Qatar,Iran,22,0.13636363636363635,0.6818181818181818,0.18181818181818182
Iran,Saudi Arabia,14,0.2857142857142857,0.2857142857142857,0.42857142857142855
Saudi Arabia,Iran,14,0.2857142857142857,0.2857142857142857,0.42857142857142855
Iran,Senegal,1,0.0,0.0,1.0
Senegal,Iran,1,0.0,0.0,1.0
Iran,South Korea,27,0.37037037037037035,0.2962962962962963,0.3333333333333333
South Korea,Iran,27,0.2962962962962963,0.37037037037037035,0.3333333333333333
Iran,Spain,1,0.0,1.0,0.0
Spain,Iran,1,1.0,0.0,0.0
Iran,Tunisia,2,0.0,0.5,0.5
Tunisia,Iran,2,0.5,0.0,0.5
Iran,Wales,1,0.0,1.0,0.0
Wales,Iran,1,1.0,0.0,0.0
Japan,Cameroon,5,0.6,0.0,0.4
Cameroon,Japan,5,0.0,0.6,0.4
Japan,Canada,2,1.0,0.0,0.0
Canada,Japan,2,0.0,1.0,0.0
Japan,Croatia,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Croatia,Japan,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Japan,Ghana,7,0.7142857142857143,0.2857142857142857,0.0
Ghana,Japan,7,0.2857142857142857,0.7142857142857143,0.0
Japan,Mexico,7,0.14285714285714285,0.8571428571428571,0.0
Mexico,Japan,7,0.8571428571428571,0.14285714285714285,0.0
Japan,Poland,7,0.2857142857142857,0.7142857142857143,0.0
Poland,Japan,7,0.7142857142857143,0.2857142857142857,0.0
Japan,Qatar,7,0.2857142857142857,0.2857142857142857,0.42857142857142855
Qatar,Japan,7,0.2857142857142857,0.2857142857142857,0.42857142857142855
Japan,Saudi Arabia,15,0.6666666666666666,0.26666666666666666,0.06666666666666667
Saudi Arabia,Japan,15,0.26666666666666666,0.6666666666666666,0.06666666666666667
Japan,Senegal,4,0.0,0.5,0.5
Senegal,Japan,4,0.5,0.0,0.5
Japan,Serbia,8,0.5,0.5,0.0
Serbia,Japan,8,0.5,0.5,0.0
Japan,South Korea,66,0.18181818181818182,0.5,0.3181818181818182
South Korea,Japan,66,0.5,0.18181818181818182,0.3181818181818182
Japan,Switzerland,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Switzerland,Japan,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Japan,Tunisia,5,0.8,0.2,0.0
Tunisia,Japan,5,0.2,0.8,0.0
Japan,Uruguay,8,0.25,0.5,0.25
Uruguay,Japan,8,0.5,0.25,0.25
Japan,Wales,1,0.0,1.0,0.0
Wales,Japan,1,1.0,0.0,0.0
Mexico,Cameroon,2,1.0,0.0,0.0
Cameroon,Mexico,2,0.0,1.0,0.0
Mexico,Iran,3,1.0,0.0,0.0
Iran,Mexico,3,0.0,1.0,0.0
Mexico,Netherlands,9,0.4444444444444444,0.4444444444444444,0.1111111111111111
Netherlands,Mexico,9,0.4444444444444444,0.4444444444444444,0.1111111111111111
Mexico,Poland,9,0.3333333333333333,0.3333333333333333,0.3333333333333333
Poland,Mexico,9,0.3333333333333333,0.3333333333333333,0.3333333333333333
Mexico,Portugal,5,0.0,0.6,0.4
Portugal,Mexico,5,0.6,0.0,0.4
Mexico,Saudi Arabia,5,0.8,0.0,0.2
Saudi Arabia,Mexico,5,0.0,0.8,0.2
Mexico,Senegal,1,1.0,0.0,0.0
Senegal,Mexico,1,0.0,1.0,0.0
Mexico,Serbia,4,0.25,0.5,0.25
Serbia,Mexico,4,0.5,0.25,0.25
Mexico,South Korea,13,0.6153846153846154,0.23076923076923078,0.15384615384615385
South Korea,Mexico,13,0.23076923076923078,0.6153846153846154,0.15384615384615385
Mexico,Spain,6,0.0,0.5,0.5
Spain,Mexico,6,0.5,0.0,0.5
Mexico,Switzerland,6,0.16666666666666666,0.6666666666666666,0.16666666666666666
Switzerland,Mexico,6,0.6666666666666666,0.16666666666666666,0.16666666666666666
Mexico,Tunisia,1,0.0,1.0,0.0
Tunisia,Mexico,1,1.0,0.0,0.0
Mexico,Uruguay,22,0.36363636363636365,0.3181818181818182,0.3181818181818182
Uruguay,Mexico,22,0.3181818181818182,0.36363636363636365,0.3181818181818182
Mexico,Wales,5,0.4,0.2,0.4
Wales,Mexico,5,0.2,0.4,0.4
Morocco,Croatia,1,0.0,0.0,1.0
Croatia,Morocco,1,0.0,0.0,1.0
Morocco,Netherlands,3,0.3333333333333333,0.6666666666666666,0.0
Netherlands,Morocco,3,0.6666666666666666,0.3333333333333333,0.0
Morocco,Poland,4,0.25,0.25,0.5
Poland,Morocco,4,0.25,0.25,0.5
Morocco,Qatar,2,0.5,0.0,0.5
Qatar,Morocco,2,0.0,0.5,0.5
Morocco,Saudi Arabia,7,0.42857142857142855,0.42857142857142855,0.14285714285714285
Saudi Arabia,Morocco,7,0.42857142857142855,0.42857142857142855,0.14285714285714285
Morocco,Senegal,29,0.6206896551724138,0.20689655172413793,0.1724137931034483
Senegal,Morocco,29,0.20689655172413793,0.6206896551724138,0.1724137931034483
Morocco,South Korea,4,0.25,0.0,0.75
South Korea,Morocco,4,0.0,0.25,0.75
Morocco,Spain,3,0.0,0.6666666666666666,0.3333333333333333
Spain,Morocco,3,0.6666666666666666,0.0,0.3333333333333333
Morocco,Switzerland,2,1.0,0.0,0.0
Switzerland,Morocco,2,0.0,1.0,0.0
Morocco,Tunisia,38,0.2631578947368421,0.15789473684210525,0.5789473684210527
Tunisia,Morocco,38,0.15789473684210525,0.2631578947368421,0.5789473684210527
Morocco,Uruguay,1,0.0,1.0,0.0
Uruguay,Morocco,1,1.0,0.0,0.0
Netherlands,Costa Rica,1,0.0,0.0,1.0
Costa Rica,Netherlands,1,0.0,0.0,1.0
Netherlands,Ecuador,2,0.5,0.0,0.5
Ecuador,Netherlands,2,0.0,0.5,0.5
Netherlands,Ghana,3,0.6666666666666666,0.0,0.3333333333333333
Ghana,Netherlands,3,0.0,0.6666666666666666,0.3333333333333333
Netherlands,Japan,3,0.6666666666666666,0.0,0.3333333333333333
Japan,Netherlands,3,0.0,0.6666666666666666,0.3333333333333333
Netherlands,Poland,18,0.4444444444444444,0.16666666666666666,0.3888888888888889
Poland,Netherlands,18,0.16666666666666666,0.4444444444444444,0.3888888888888889
Netherlands,Portugal,14,0.14285714285714285,0.5714285714285714,0.2857142857142857
Portugal,Netherlands,14,0.5714285714285714,0.14285714285714285,0.2857142857142857
Netherlands,Saudi Arabia,1,1.0,0.0,0.0
Saudi Arabia,Netherlands,1,0.0,1.0,0.0
Netherlands,Serbia,3,1.0,0.0,0.0
Serbia,Netherlands,3,0.0,1.0,0.0
Netherlands,South Korea,2,1.0,0.0,0.0
South Korea,Netherlands,2,0.0,1.0,0.0
Netherlands,Spain,12,0.5,0.3333333333333333,0.16666666666666666
Spain,Netherlands,12,0.3333333333333333,0.5,0.16666666666666666
Netherlands,Switzerland,32,0.4375,0.46875,0.09375
Switzerland,Netherlands,32,0.46875,0.4375,0.09375
Netherlands,Wales,10,1.0,0.0,0.0
Wales,Netherlands,10,0.0,1.0,0.0
Poland,Australia,1,0.0,1.0,0.0
Australia,Poland,1,1.0,0.0,0.0
Poland,Cameroon,3,0.0,0.3333333333333333,0.6666666666666666
Cameroon,Poland,3,0.3333333333333333,0.0,0.6666666666666666
Poland,Portugal,13,0.23076923076923078,0.38461538461538464,0.38461538461538464
Portugal,Poland,13,0.38461538461538464,0.23076923076923078,0.38461538461538464
Poland,Saudi Arabia,4,1.0,0.0,0.0
Saudi Arabia,Poland,4,0.0,1.0,0.0
Poland,Senegal,1,0.0,1.0,0.0
Senegal,Poland,1,1.0,0.0,0.0
Poland,Serbia,7,0.5714285714285714,0.0,0.42857142857142855
Serbia,Poland,7,0.0,0.5714285714285714,0.42857142857142855
Poland,South Korea,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
South Korea,Poland,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Poland,Spain,11,0.09090909090909091,0.7272727272727273,0.18181818181818182
Spain,Poland,11,0.7272727272727273,0.09090909090909091,0.18181818181818182
Poland,Switzerland,10,0.4,0.1,0.5
Switzerland,Poland,10,0.1,0.4,0.5
Poland,Tunisia,3,0.6666666666666666,0.3333333333333333,0.0
Tunisia,Poland,3,0.3333333333333333,0.6666666666666666,0.0
Poland,Uruguay,4,0.25,0.25,0.5
Uruguay,Poland,4,0.25,0.25,0.5
Poland,Wales,9,0.6666666666666666,0.1111111111111111,0.2222222222222222
Wales,Poland,9,0.1111111111111111,0.6666666666666666,0.2222222222222222
Portugal,Cameroon,2,1.0,0.0,0.0
Cameroon,Portugal,2,0.0,1.0,0.0
Portugal,Ghana,1,1.0,0.0,0.0
Ghana,Portugal,1,0.0,1.0,0.0
Portugal,Morocco,2,0.5,0.5,0.0
Morocco,Portugal,2,0.5,0.5,0.0
Portugal,Qatar,2,1.0,0.0,0.0
Qatar,Portugal,2,0.0,1.0,0.0
Portugal,Saudi Arabia,2,1.0,0.0,0.0
Saudi Arabia,Portugal,2,0.0,1.0,0.0
Portugal,Serbia,8,0.375,0.125,0.5
Serbia,Portugal,8,0.125,0.375,0.5
Portugal,Spain,40,0.2,0.375,0.425
Spain,Portugal,40,0.375,0.2,0.425
Portugal,Switzerland,25,0.36,0.44,0.2
Switzerland,Portugal,25,0.44,0.36,0.2
Portugal,Tunisia,2,0.0,0.0,1.0
Tunisia,Portugal,2,0.0,0.0,1.0
Portugal,Uruguay,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Uruguay,Portugal,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Portugal,Wales,4,0.75,0.25,0.0
Wales,Portugal,4,0.25,0.75,0.0
Qatar,Argentina,2,0.0,1.0,0.0
Argentina,Qatar,2,1.0,0.0,0.0
Qatar,Ecuador,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Ecuador,Qatar,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Qatar,Saudi Arabia,39,0.20512820512820512,0.4358974358974359,0.358974358974359
Saudi Arabia,Qatar,39,0.4358974358974359,0.20512820512820512,0.358974358974359
Qatar,Serbia,3,0.3333333333333333,0.6666666666666666,0.0
Serbia,Qatar,3,0.6666666666666666,0.3333333333333333,0.0
Qatar,South Korea,10,0.3,0.6,0.1
South Korea,Qatar,10,0.6,0.3,0.1
Qatar,Tunisia,3,0.6666666666666666,0.3333333333333333,0.0
Tunisia,Qatar,3,0.3333333333333333,0.6666666666666666,0.0
Qatar,Wales,1,0.0,1.0,0.0
Wales,Qatar,1,1.0,0.0,0.0
Saudi Arabia,Denmark,3,0.0,1.0,0.0
Denmark,Saudi Arabia,3,1.0,0.0,0.0
Saudi Arabia,Ghana,5,0.2,0.4,0.4
Ghana,Saudi Arabia,5,0.4,0.2,0.4
Saudi Arabia,Senegal,2,1.0,0.0,0.0
Senegal,Saudi Arabia,2,0.0,1.0,0.0
Saudi Arabia,South Korea,16,0.25,0.25,0.5
South Korea,Saudi Arabia,16,0.25,0.25,0.5
Saudi Arabia,Spain,3,0.0,1.0,0.0
Spain,Saudi Arabia,3,1.0,0.0,0.0
Saudi Arabia,Tunisia,8,0.375,0.5,0.125
Tunisia,Saudi Arabia,8,0.5,0.375,0.125
Saudi Arabia,Uruguay,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Uruguay,Saudi Arabia,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Saudi Arabia,Wales,1,0.0,1.0,0.0
Wales,Saudi Arabia,1,1.0,0.0,0.0
Senegal,Tunisia,19,0.21052631578947367,0.47368421052631576,0.3157894736842105
Tunisia,Senegal,19,0.47368421052631576,0.21052631578947367,0.3157894736842105
Senegal,Uruguay,1,0.0,0.0,1.0
Uruguay,Senegal,1,0.0,0.0,1.0
Serbia,Cameroon,1,1.0,0.0,0.0
Cameroon,Serbia,1,0.0,1.0,0.0
Serbia,Iran,1,1.0,0.0,0.0
Iran,Serbia,1,0.0,1.0,0.0
Serbia,Morocco,1,0.0,1.0,0.0
Morocco,Serbia,1,1.0,0.0,0.0
Serbia,South Korea,9,0.3333333333333333,0.2222222222222222,0.4444444444444444
South Korea,Serbia,9,0.2222222222222222,0.3333333333333333,0.4444444444444444
Serbia,Spain,6,0.0,0.5,0.5
Spain,Serbia,6,0.5,0.0,0.5
Serbia,Switzerland,5,0.2,0.2,0.6
Switzerland,Serbia,5,0.2,0.2,0.6
Serbia,Uruguay,2,0.5,0.0,0.5
Uruguay,Serbia,2,0.0,0.5,0.5
Serbia,Wales,6,0.6666666666666666,0.0,0.3333333333333333
Wales,Serbia,6,0.0,0.6666666666666666,0.3333333333333333
South Korea,Cameroon,4,0.5,0.0,0.5
Cameroon,South Korea,4,0.0,0.5,0.5
South Korea,England,1,0.0,0.0,1.0
England,South Korea,1,0.0,0.0,1.0
South Korea,Portugal,1,1.0,0.0,0.0
Portugal,South Korea,1,0.0,1.0,0.0
South Korea,Senegal,5,0.2,0.6,0.2
Senegal,South Korea,5,0.6,0.2,0.2
South Korea,Spain,6,0.0,0.6666666666666666,0.3333333333333333
Spain,South Korea,6,0.6666666666666666,0.0,0.3333333333333333
South Korea,Switzerland,2,0.5,0.5,0.0
Switzerland,South Korea,2,0.5,0.5,0.0
South Korea,Tunisia,2,0.0,0.5,0.5
Tunisia,South Korea,2,0.5,0.0,0.5
South Korea,Uruguay,8,0.125,0.75,0.125
Uruguay,South Korea,8,0.75,0.125,0.125
Spain,Japan,1,1.0,0.0,0.0
Japan,Spain,1,0.0,1.0,0.0
Spain,Switzerland,24,0.7083333333333334,0.041666666666666664,0.25
Switzerland,Spain,24,0.041666666666666664,0.7083333333333334,0.25
Spain,Tunisia,2,1.0,0.0,0.0
Tunisia,Spain,2,0.0,1.0,0.0
Spain,Uruguay,10,0.5,0.0,0.5
Uruguay,Spain,10,0.0,0.5,0.5
Spain,Wales,6,0.5,0.16666666666666666,0.3333333333333333
Wales,Spain,6,0.16666666666666666,0.5,0.3333333333333333
Switzerland,Australia,1,0.0,0.0,1.0
Australia,Switzerland,1,0.0,0.0,1.0
Switzerland,Canada,1,0.0,1.0,0.0
Canada,Switzerland,1,1.0,0.0,0.0
Switzerland,Costa Rica,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Costa Rica,Switzerland,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Switzerland,Ecuador,1,1.0,0.0,0.0
Ecuador,Switzerland,1,0.0,1.0,0.0
Switzerland,Qatar,1,0.0,1.0,0.0
Qatar,Switzerland,1,1.0,0.0,0.0
Switzerland,Uruguay,3,0.0,0.6666666666666666,0.3333333333333333
Uruguay,Switzerland,3,0.6666666666666666,0.0,0.3333333333333333
Switzerland,Wales,8,0.625,0.25,0.125
Wales,Switzerland,8,0.25,0.625,0.125
Tunisia,Brazil,1,0.0,1.0,0.0
Brazil,Tunisia,1,1.0,0.0,0.0
Tunisia,Canada,1,1.0,0.0,0.0
Canada,Tunisia,1,0.0,1.0,0.0
Tunisia,Costa Rica,1,1.0,0.0,0.0
Costa Rica,Tunisia,1,0.0,1.0,0.0
Tunisia,Netherlands,3,0.0,0.3333333333333333,0.6666666666666666
Netherlands,Tunisia,3,0.3333333333333333,0.0,0.6666666666666666
Tunisia,Serbia,2,0.0,1.0,0.0
Serbia,Tunisia,2,1.0,0.0,0.0
Tunisia,Switzerland,3,0.0,0.6666666666666666,0.3333333333333333
Switzerland,Tunisia,3,0.6666666666666666,0.0,0.3333333333333333
Tunisia,Uruguay,1,0.0,0.0,1.0
Uruguay,Tunisia,1,0.0,0.0,1.0
Tunisia,Wales,1,1.0,0.0,0.0
Wales,Tunisia,1,0.0,1.0,0.0
Uruguay,Ghana,1,0.0,0.0,1.0
Ghana,Uruguay,1,0.0,0.0,1.0
Uruguay,Iran,1,0.0,0.0,1.0
Iran,Uruguay,1,0.0,0.0,1.0
Uruguay,Netherlands,4,0.25,0.5,0.25
Netherlands,Uruguay,4,0.5,0.25,0.25
Wales,Australia,1,0.0,1.0,0.0
Australia,Wales,1,1.0,0.0,0.0
Wales,Costa Rica,2,0.5,0.5,0.0
Costa Rica,Wales,2,0.5,0.5,0.0
Wales,Uruguay,2,0.0,0.5,0.5
Uruguay,Wales,2,0.5,0.0,0.5
